"","ParkName","ParkCode","LocationID","PeriodID","EventID","SamplingGear","ChannelType","SiteNumber","TaxaFishNumber","TotalLength_Millimeters","Weight_Grams","FishAnomaly","Vouchered","NumObs","BatchID","BatchWT_Grams","Comments","TaxonCode","CommonName","FamilyName","VerbatimIdentification","TSN","ScientificName","ScientificName_flag","ScientificNameDataSource","GBIFTaxonID","TaxonRank","Tolerance","ReproductiveClassification","TrophicClassification","dwcType","dwcBasisOfRecord","Year","key","station","water_year","annual_mean","short_term_change","days_over_7xmedian","high_flow_duration","fall_rate"
"43","Tallgrass Prairie National Preserve","TAPR","TAPRShiner22lower","TAPRShiner2001Aug28","TAPRShiner2001Oct13","seine","main",1,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"44","Tallgrass Prairie National Preserve","TAPR","TAPRShiner22lower","TAPRShiner2005Oct03","TAPRShiner2005Oct04","seine","main",5,1,-999,-999,"No Anomalies",FALSE,3,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"45","Tallgrass Prairie National Preserve","TAPR","TAPRShiner22lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,1,135,23,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"46","Tallgrass Prairie National Preserve","TAPR","TAPRShiner22lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,2,140,31,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"47","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2001Aug28","TAPRShiner2001Oct09","seine","main",4,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"48","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2006Sep18","TAPRShiner2006Sep20","seine","main",3,1,203,96,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"49","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2009Sep08","TAPRShiner2009Sep11","seine","main",1,1,133,27,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"50","Tallgrass Prairie National Preserve","TAPR","TAPRShiner23middl","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",3,1,150,39,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"51","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2001Aug28","TAPRShiner2001Aug29","seine","main",4,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2001,"07182250-2001","07182250",2001,"526.98","-33.08",21,3,"-158.09"
"52","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2005Oct03","TAPRShiner2005Oct05","seine","main",1,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"53","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2009Sep08","TAPRShiner2009Sep11","seine","main",1,1,217,140,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"54","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2009Sep08","TAPRShiner2009Sep11","seine","main",2,1,142,32,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2009,"07182250-2009","07182250",2009,"1261.48","60.18",64,5,"-361.81"
"55","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",4,1,181,76,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"56","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24lower","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",4,2,236,185,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"57","Tallgrass Prairie National Preserve","TAPR","TAPRShiner24middl","TAPRShiner2002Sep30","TAPRShiner2002Oct03","seine","main",5,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
"58","Tallgrass Prairie National Preserve","TAPR","TAPRShiner35lower","TAPRShiner2018Sep04","TAPRShiner2018Sep06","seine","main",3,1,107,15,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"59","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2002Sep30","TAPRShiner2002Oct01","seine","main",1,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
"60","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2005Oct03","TAPRShiner2005Oct04","seine","main",3,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2005,"07182250-2005","07182250",2005,"1359.41","72.62",59,6,"-328.76"
"61","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2006Sep18","TAPRShiner2006Sep19","seine","main",1,1,160,45,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"62","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2006Sep18","TAPRShiner2006Sep19","seine","main",1,2,204,101,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2006,"07182250-2006","07182250",2006,"210.05","-73.33",8,2,"-44.98"
"63","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2007Sep09","TAPRShiner2007Sep10","seine","main",3,1,25,-999,"No Anomalies",FALSE,1,0,-999,"no wt","amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2007,"07182250-2007","07182250",2007,"653.65","-17",37,5,"-232.11"
"64","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",2,1,82,6,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"65","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2018Sep04","TAPRShiner2018Sep05","seine","main",2,2,91,9,"Eroded Fins",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2018,"07182250-2018","07182250",2018,"123.45","-84.32",4,3,"-43.4"
"66","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36middl","TAPRShiner2021Sep07","TAPRShiner2021Sep09","seine","main",3,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2021,"07182250-2021","07182250",2021,"538.37","-31.64",30,3,"-150.33"
"67","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36upper","TAPRShiner2002Sep30","TAPRShiner2002Oct01","seine","main",1,1,-999,-999,"No Anomalies",FALSE,4,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
"68","Tallgrass Prairie National Preserve","TAPR","TAPRShiner36upper","TAPRShiner2002Sep30","TAPRShiner2002Oct01","seine","main",3,1,-999,-999,"No Anomalies",FALSE,1,0,-999,NA,"amenat","Yellow bullhead","Ictaluridae","Ameiurus natalis",164041,"Ameiurus natalis","A","GBIF Backbone Taxonomy",2340969,"species","Tolerant to poor water quality and human disturbance","Lithophilic spawner - spawns in clean gravel or cobble substrate. Can be simple. site prep. or parental care spawners","Algivore-Herbivore/Invertivore/Piscivore   (i.e. Generalist/Omnivore)","Event","HumanObservation",2002,"07182250-2002","07182250",2002,"306.55","-61.07",21,2,"-105.78"
